conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1832918245306958251,Sun Sep 08 23:05:38 +0000 2024,5595,Depresi tidak selalu terlihat tapi selalu terasa. https://t.co/LQEwnvxbk2,1832918245306958251,https://pbs.twimg.com/amplify_video_thumb/1832917952552894464/img/1sy_qMOwoeZGOQLu.jpg,,in,"Jawa Tengah, Indonesia",69,210,1094,https://x.com/Istricantikmuu/status/1832918245306958251,1673695667913629696,Istricantikmuu
1705142144552603854,Fri Sep 22 08:49:01 +0000 2023,5137,Sebuah komentar di YouTube Channel saya. Komentar kaya gini sering banget. Dari yang saya rajin balas sampai malas merespon lagi. Tapi kalimat penghakiman kaya begini yang buat orang depresi sering mengembangkan sikap sinis sama agama. Dan habis depresi ya jadi tetap malas sama https://t.co/huMWIcJsfM,1705142144552603854,https://pbs.twimg.com/media/F6nhvaIboAABrYz.jpg,,in,Bogor,345,251,1698,https://x.com/jiemiardian/status/1705142144552603854,68714545,jiemiardian
1804507647024177563,Sat Jun 22 13:32:03 +0000 2024,13404,Saya lahir dari keluarga kekurangan tinggal di rumah kontrakan seadanya yang bocor sana sini pengangguran dan sempet depresi karena ga bisa kuliah dan ga dapet kerjaan sesudah lulus SMK. Berangkat ke Jepang sebagai TKI di sebuah pabrik pengelasan kerja dari Senin sampai Sabtu https://t.co/TSIhlCxtMY,1804507647024177563,https://pbs.twimg.com/media/GQrmAILbUAA342K.jpg,,in,"Tokyo-to, Japan",261,388,2524,https://x.com/kevinpramudya_/status/1804507647024177563,326059312,kevinpramudya_
1860560862068769245,Sun Nov 24 05:47:31 +0000 2024,29,Orang dgn suicidal issue itu justru orang yg paling berharap untuk hidup sama seperti orang yg berjuang dari sakit. Bedanya orang yg depresi dan berakhir bundir itu sirkuit di otak mereka udh rusak otak mereka udh ngga sefungsional itu.,1860560862068769245,,,in,,0,3,6,https://x.com/withsugarr/status/1860560862068769245,1179019093787045889,withsugarr
1859629302058451307,Thu Nov 21 16:05:50 +0000 2024,20,pose depresi krn angin btw baju ak oren bgt y https://t.co/6xdLET3PLS,1859629302058451307,https://pbs.twimg.com/media/Gc66_HuaAAAKf7c.jpg,,in,,0,9,0,https://x.com/bubluwie/status/1859629302058451307,1721101131332595712,bubluwie
1859909420072988887,Fri Nov 22 10:38:55 +0000 2024,407,its bros kl ga depresi -bllkarya by sender https://t.co/50HDomJRyp,1859909420072988887,https://pbs.twimg.com/media/Gc-5wnVaYAAj6LM.jpg,,in,rules:,6,8,71,https://x.com/bluelockfess/status/1859909420072988887,1252919982775603202,bluelockfess
1860864774130827676,Mon Nov 25 01:55:10 +0000 2024,87,pas aku depresi berat terus ke profesional juga disaranin untuk buat target. jadinya aku rajin nulis lagi. tiap hari. doable. small achievement gitu penting untuk liat ke depan ada yang perlu di-look forward to. saat itu gak kapabel untuk liat yang besar jadi yang kecil dulu,1860864774130827676,,,in,she/her,0,4,13,https://x.com/comstelation/status/1860864774130827676,1648171995161563136,comstelation
1860558110177525872,Sun Nov 24 05:36:35 +0000 2024,47,Frequensi suara dapat menyembuhkan stres kronis. Kalau ada teman atau saudara mengalami stres depresi trauma arahkan untuk intrns mendengarkan suara atau musik berfrequensi tinggi sambil mengatur nafas dan rilex.,1860558110177525872,,,in,,0,3,9,https://x.com/YogaswaraWahyu/status/1860558110177525872,1357401305229062144,YogaswaraWahyu
1861257961408209176,Tue Nov 26 03:57:33 +0000 2024,4,wajah2 riang depresi https://t.co/LUMXnEkTrN,1861257961408209176,https://pbs.twimg.com/media/GdSEP4-aoAAiUPx.jpg,,in,biosfer,0,1,0,https://x.com/freeiphone10s/status/1861257961408209176,96136106,freeiphone10s
1860923370780688544,Mon Nov 25 05:48:01 +0000 2024,96,Faktor risiko antara lain: - Adanya masalah emosional seperti kecemasan atau depresi. - Infeksi bakteri Helicobacter pylori. - Efek samping penggunaan obat antiinflamasi non-steroid. - Terlalu banyak makan. - Kelebihan berat badan. - Makan terlalu cepat.,1860923373074944013,,kaukavolk,in,,0,1,6,https://x.com/kaukavolk/status/1860923373074944013,1743611517919195136,kaukavolk
1861760352314437770,Wed Nov 27 13:13:52 +0000 2024,4,kamar depresi gue akhirnya gue rapihin setelah skian lama men https://t.co/6XJlP2lTU1,1861760352314437770,https://pbs.twimg.com/media/GdZNK1rasAAq2D6.jpg,,in,she/they,0,1,0,https://x.com/noturkanana/status/1861760352314437770,1666621120144113664,noturkanana
1859156115021582349,Wed Nov 20 08:45:33 +0000 2024,28,Semoga para pelakunya berumur panjang tersiksa dengan penyesalan dan teriakan pertobatan yang tak kunjung selesai sepanjang sisa hidupnya yang sepi tak tenang tak bahagia khawatir hingga depresi tapi mau bunuh diri pun ga mati2.,1859156115021582349,,,in,,0,0,9,https://x.com/ninanenen/status/1859156115021582349,48618537,ninanenen
1861074279670108213,Mon Nov 25 15:47:40 +0000 2024,5,everytime gw sedang depresi gw akan selalu ingat QUEEN NEVER CRY ️_️,1861074279670108213,,,in,,0,2,1,https://x.com/scorzipped/status/1861074279670108213,1548646947455504385,scorzipped
1859202294623134003,Wed Nov 20 11:49:04 +0000 2024,31,Umur 35 terlalu muda untuk bundir.. Status masih single.. Semoga bundir bukan karena hutang pinjol Penyebab depresi berat Disclaimer https://t.co/xdUCMwaLqQ,1859202294623134003,https://pbs.twimg.com/media/Gc02neAaQAA3knJ.jpg,,in,"West Java, Indonesia",1,4,3,https://x.com/mrtweepsID/status/1859202294623134003,155157511,mrtweepsID
1861357291360133468,Tue Nov 26 10:32:15 +0000 2024,14,Depresi 2 hari kemudian ke kampus bertemu teman2 depresi langsung hilang Kesimpulan? Teman-teman saya orang baik yang membawa energi positif ,1861357291360133468,,,in,Jakarta Capital Region,0,0,0,https://x.com/rohani_alip/status/1861357291360133468,878592221519372288,rohani_alip
1859059267267162159,Wed Nov 20 02:20:43 +0000 2024,2,semakin yakin kalo aku tuh ekstrovert. ketemu orang bikin aku capek tapi gak ketemu orang tenyata LEBIH bikin aku capek dan tidak produktif. pantes pas pandemi aku clinically diagnosed depresi. ,1859059267267162159,,,in,🍃⛈️,0,0,0,https://x.com/bilalieur/status/1859059267267162159,322388702,bilalieur
1861219390047297539,Tue Nov 26 01:24:17 +0000 2024,12,I got &gt;90 hours flying hours gak ada waktu buat ketemu manusia / temen tiap pulang kalau gak nangis depresi ke rumah sakit karena sakir. Flight rata-rata diatas 6 jam lupa minum dll. Terus orang bodoh gini masih ae stereotype pramugari tukang selingkuh. Bau tai,1861219390047297539,,,in,she/they,0,1,0,https://x.com/bandarantariksa/status/1861219390047297539,562734504,bandarantariksa
1861304498997862423,Wed Nov 27 02:39:33 +0000 2024,40,@chruxh8 Gimana kaga depresi bang tinggal di negara model gini,1861600722942595214,,chruxh8,in,404,0,0,4,https://x.com/gipacksaputra/status/1861600722942595214,99253108,gipacksaputra
1860915621606867061,Mon Nov 25 05:17:12 +0000 2024,4,sebagian orang memilik privelege menjalani hidup lebih mudah dari yang lain. tapi penderitaan tak pandang siapa selalu datang dari banyak arah. tingkat depresi selalu melonjak seiring kemajuan jaman. kenapa penderitaan begitu gigih membayangi manusia?,1860915621606867061,,,in,,0,0,0,https://x.com/assfacehoneyy/status/1860915621606867061,1218920563256647680,assfacehoneyy
1858838478857138427,Tue Nov 19 11:51:03 +0000 2024,3,EDUKASI PENTING BANGET FOR FUCK'S SAKE masih banyak banget orang di itb yg ngegampangin depresi &amp; other mental health issues. IYA BENAR berdoa membantu TAPI akal budi jg dianugerahkan Tuhan biar kita bisa riset &amp; approach scr SAINTIFIK juga,1858840408773849521,,allanb8i,in,,0,1,1,https://x.com/allanb8i/status/1858840408773849521,1024317743854571520,allanb8i
1858829776938479670,Tue Nov 19 11:08:48 +0000 2024,2,Seorang adek tingkat bertanya kak kuliah di skhb susah gasih? . . Aku dengan tegas menjawab Enggak ah santaii! Banyak temennya yang suportif kok . . . . . . . also my inside of kepala terbayang series of begadang serangan panik depresi tipes telpon dari dosbing dsb,1858829776938479670,,,in,dramagon,0,5,0,https://x.com/mirebuspedes/status/1858829776938479670,1520243959305768961,mirebuspedes
1861372508982976633,Tue Nov 26 11:32:43 +0000 2024,4,orang depresi = ga sholat,1861372508982976633,,,in,,0,5,0,https://x.com/madmaxeugene/status/1861372508982976633,620046357,madmaxeugene
1859377435822703060,Wed Nov 20 23:25:00 +0000 2024,1,Sesungguhnya Gloria ini ngegym motivasinya adalah dari depresi menjadi sexy uhuyy!! Pokoknye niii LDR setahun lebih selama setahun fokusin bakal bentuk badan jadi ntar pas sekalinye ketemu doi pake langsung brutall!!! WKWKWKWKWK https://t.co/LW724fRQ7Y,1859377435822703060,https://pbs.twimg.com/tweet_video_thumb/Gc3V6yYWoAAyyKU.jpg,,in,Japan,0,0,0,https://x.com/matchaglo24/status/1859377435822703060,184685600,matchaglo24
1859512795529871640,Thu Nov 21 08:22:53 +0000 2024,3,Jangan bunuh diri plis kalau udah depresi lebih baik ke psikolog sekarang psikolog idah ada kok di puskesmas bisa pake bpjs juga. Pun kalau tetep kekeuh mau bunuh diri plis jangan di tempat yang ujungnya bisa nyusahin orang lain. Tapi beneran plis jangan bunuh diri.,1859512795529871640,,,in,,0,1,0,https://x.com/mangiifera/status/1859512795529871640,1767487122418851840,mangiifera
1861428757296488627,Tue Nov 26 16:17:01 +0000 2024,11,Seperti saja di bikin teori dan di sangkut pautin untuk fedric ..Alina kamu sudah depresi kah ? https://t.co/Zy4kk3kHCz,1861444057622552648,https://pbs.twimg.com/media/GdUtgEuasAAt2Ua.jpg,idahida69,in,,0,4,2,https://x.com/idahida69/status/1861444057622552648,3030583777,idahida69
1860032197429985681,Fri Nov 22 18:46:48 +0000 2024,7,elu sama kayak yg bilang org depresi kurang ibadah,1860032197429985681,,,in,57,0,0,0,https://x.com/lifeadalahhidup/status/1860032197429985681,1299916887501856768,lifeadalahhidup
1861260099374981366,Tue Nov 26 04:06:02 +0000 2024,4,Walau cuma personal project Cintai aku sampai depresi,1861260099374981366,,,in,/nix/store,0,1,0,https://x.com/__r17x/status/1861260099374981366,443851812,__r17x
1859086559712313800,Wed Nov 20 04:09:10 +0000 2024,28,Depresi kok ngajak2 wkwkwk otaknya ga ada kasian,1859086559712313800,,,in,,0,2,3,https://x.com/obsessedwtksoo/status/1859086559712313800,1266209679648026624,obsessedwtksoo
1858921096617357442,Tue Nov 19 17:11:41 +0000 2024,6,Baru nonton MV Letter To Myself &amp; dengar lagunya nangis bgt Ini lagu relate bgt sama org yg people pleaser selalu dimanfaatkan sama orang2 selalu jd tempat sampah orang lain sampai dirinya tersiksa &amp; depresi. Lirik lagu Taeyeon selalu sukses menyentuh hati semua orang https://t.co/rtqf6ptiVl,1858921096617357442,https://pbs.twimg.com/media/Gcw24OSbcAAzKVR.jpg,,in,,0,0,0,https://x.com/pixie_du5ty/status/1858921096617357442,1442105847581065222,pixie_du5ty
1860932810640707940,Mon Nov 25 06:25:31 +0000 2024,2,Merasa sangat depresi,1860932810640707940,,,in,she/her ,0,1,0,https://x.com/liltcadenza/status/1860932810640707940,1283011398067384321,liltcadenza
1858900658398916999,Tue Nov 19 16:09:47 +0000 2024,71,@idextratime Marceng + bangku depresi indomaret = 2 - 0 https://t.co/RnSYANbXGz,1858905518846472660,https://pbs.twimg.com/media/GcwotmqbcAEy2Qs.jpg,idextratime,in,"Bekasi, Jawa Barat",1,0,3,https://x.com/ades_ya/status/1858905518846472660,1119190049403224064,ades_ya
1858895430022820228,Tue Nov 19 15:29:41 +0000 2024,2,kenapa sedih kenapa depresi kenapa stress? you know why? karena kamu ingin kontrol hal yang kamu tidak bisa kontrol keep it simple do the best and let God do the rest!,1858895430022820228,,,in,Pluto,0,1,0,https://x.com/khrisnayuda22/status/1858895430022820228,511458516,khrisnayuda22
1859785924944785578,Fri Nov 22 02:28:12 +0000 2024,3,Depresi akan adanya penghakiman hidup pada sesuatu yang kau sebut dengan tempat kembali Akankah semua akan berjalan dengan penghakiman yang semestinya berlaku? Mungkin tidak Tapi meskipun tidak ketakutan dan kesakitanlah yang kemudian menjadi kebiasaan yang berujung mati rasa,1859785924944785578,,,in,jawa timur,0,0,0,https://x.com/im_pgusto/status/1859785924944785578,1431868513753329672,im_pgusto
1859541025292980642,Thu Nov 21 11:14:08 +0000 2024,7,@kochengfs Sempet depresi akhirnya ditawarin kucing sama temen dan nekat pelihara padahal ortu ga terlalu suka kucing. 3 years later jadi anak kesayangan di rumah ️️️ https://t.co/SmqJCUwpSm,1859555893366718621,https://pbs.twimg.com/media/Gc54OPYbIAA57Du.jpg,kochengfs,in,,0,0,0,https://x.com/saymixoxo/status/1859555893366718621,1244480824558227456,saymixoxo
1860526640125948212,Sun Nov 24 03:31:32 +0000 2024,3,Woy gue bnran bahagia jir emang pa ini akar dari depresi,1860526640125948212,,,in,,0,0,0,https://x.com/kamegakii/status/1860526640125948212,928215619924668417,kamegakii
1860548713757966406,Sun Nov 24 04:59:15 +0000 2024,5,saatnya ngerukyah kamar setelah berminggu minggu kaya kamar org depresi,1860548713757966406,,,in,N,0,2,0,https://x.com/soheearsi/status/1860548713757966406,1319115073118302208,soheearsi
1858895497349787772,Tue Nov 19 15:29:57 +0000 2024,2,Baru nonton The Batman (2022) lalu depresi sepanjang film.,1858895497349787772,,,in,,0,1,0,https://x.com/ilhammuzakki/status/1858895497349787772,57912894,ilhammuzakki
1860144162492092754,Sat Nov 23 06:05:10 +0000 2024,2,It's called DISORDER. Orang saat depresi berat sering mengalami depersonalisasi (ngerasa ngambang di luar tubuh) boro boro beliau punya energi buat mikirin ada belatung di deket dia,1860202915878903904,,hymntoapollo,in,,0,0,0,https://x.com/hymntoapollo/status/1860202915878903904,476706556,hymntoapollo
1861427844674625933,Tue Nov 26 15:12:36 +0000 2024,3,Aku gak sanggup kalo mv Hold my Hand keluar. Keknya makin depresi deh gue karena udh gapunya tiket,1861427844674625933,,,in,,0,1,0,https://x.com/iknowdoolset/status/1861427844674625933,1750562758641487874,iknowdoolset
1861785234922234316,Wed Nov 27 14:52:44 +0000 2024,6,infokan tm aing lagi depresi https://t.co/2ghcli35ZP,1861785234922234316,https://pbs.twimg.com/media/GdZjze7bUAAINvi.jpg,,in,"Kota Bandung, Jawa Barat",0,0,0,https://x.com/blaecksebbath/status/1861785234922234316,1729531589565321216,blaecksebbath
1860728905474388282,Sun Nov 24 16:55:16 +0000 2024,3,namgil kalo karakternya kaga sakit depresi trauma sekarat menderita beda dunia beda spesies dia gamau ttd kontrak https://t.co/cw17CqqW6A,1860728905474388282,https://pbs.twimg.com/ext_tw_video_thumb/1860322841356566528/pu/img/Bjm_H0U1FRsvSbeC.jpg,,in,,2,0,0,https://x.com/bibimbalm/status/1860728905474388282,1820051459062509568,bibimbalm
1859218418114633795,Wed Nov 20 12:53:08 +0000 2024,53,itb! Semangatin aku dong. Sender lagi depresi+stress ,1859218418114633795,,,in,"Ganesha, Jatinangor, Cirebon",0,14,5,https://x.com/DraftAnakITB/status/1859218418114633795,1804409229442453505,DraftAnakITB
1859833113641353585,Fri Nov 22 05:35:42 +0000 2024,2,Tp emg enviroment siba sama snh tuh keras bgt sih. Ssk setahun sekali dalam setahun ada banyak kompetisi dalam setahun bersaing terus gak ada berhentinya gaji kecil tekanan tinggi manajemen kek tai = depresi tingkat tinggikeluar aja dah berat bgt kek nya,1859833113641353585,,,in,"Bogor,Jawa Barat,Indonesia",0,0,0,https://x.com/jipaveda/status/1859833113641353585,1289170748666339330,jipaveda
1308573694915035136,Wed Sep 23 01:07:35 +0000 2020,25613,Bantu up ya manteman telah ditemukan wanita berusia - + 24 thn dalam keadaan depresi gitu diajak komunikasi diem aja :'( mungkin ada yang kenal sama si mba ini sudah 2 hari berada disekitar Perumahaan Mutiara Pluit RW 11 Kel. Periuk Kec. Periuk Kota Tangerang https://t.co/eRcbfIHG0w,1308573694915035136,https://pbs.twimg.com/media/Eij81W2UwAAmje3.jpg,,in,Di pikiranmu,344,781,12503,https://x.com/Nyusaheeeen_/status/1308573694915035136,4782441702,Nyusaheeeen_
1765031160495706430,Tue Mar 05 15:06:36 +0000 2024,27576,nyokap gue menjejali vitamin D3 tiap hari: nak kamu akan ke london kamu harus punya BASIS vitamin D yang KUAT kalo nggak kamu AKAN DEPRESI di sini aja kamu depresi apalagi di negeri yang SELALU HUJAN dan KEKURANGAN SINAR MATAHARI atau mungkin KITA HARUS BELI UV LAMP YA,1765031160495706430,,,in,she/her ,897,218,2946,https://x.com/bincangurban/status/1765031160495706430,576167158,bincangurban
1562682117330735105,Thu Aug 25 06:03:44 +0000 2022,18077,Nenek gua udah ga ada adek gua yg kecil juga dah meninggal. Nyokap gua udah gk kerja lg tp dia masih ngomong hal2 ky gini. Semenjak pandemi kesehatan mental nyokap gua turun. Udah ada gejala awal dementia &amp; depresi. Walau gua ga cocok ama dia tp sedih aja rasanya https://t.co/WqWg731Le4,1562682117330735105,https://pbs.twimg.com/media/Fa_DGSVacAMnWDQ.jpg,,in,hatiku hantu,571,501,2737,https://x.com/fifachazali/status/1562682117330735105,139108254,fifachazali
1740692126961480138,Fri Dec 29 11:11:58 +0000 2023,46813,aku setiap stress dan depresi: https://t.co/SCPX7zc1ay,1740692126961480138,https://pbs.twimg.com/media/GCguQwcbkAAKFr6.jpg,,in,Malam Temaram,687,179,16971,https://x.com/alpokatmentega/status/1740692126961480138,1260154879634337795,alpokatmentega
1833119103462068487,Mon Sep 09 12:23:46 +0000 2024,30818,Kenapa si orang2 yang penuh empati suka terjebak depresi dan suicidal. Sementara yang kelakuan kaya dajjal (lo lanjutin sendiri aja).,1833119103462068487,,,in,"Badung, Bali",585,351,4645,https://x.com/NoniZara/status/1833119103462068487,223387183,NoniZara
1358640919348535298,Mon Feb 08 04:56:52 +0000 2021,1599,jika profil WA ku begini mengertilah aku sedang tidak baik lagi depresi lagi sedih https://t.co/8GnR1JxrYU,1358640919348535298,https://pbs.twimg.com/media/EtrctvzVkAASH0e.png,,in,plat B,140,435,272,https://x.com/smartpeoplex/status/1358640919348535298,1165015247058427904,smartpeoplex
1596795652272377856,Sun Nov 27 09:18:45 +0000 2022,22818,jujur kuliah tu sbenernya aneh karena kita bayar buat disuruh garap tugas sampe depresi tapi seru aja gitu,1596795652272377856,,,in,Lauriergracht No. 37,951,381,4879,https://x.com/kadyasandya/status/1596795652272377856,1431089875982290948,kadyasandya
1200315027451867136,Fri Nov 29 07:26:17 +0000 2019,13322,Aku paling suka dipeluk. Rasanya nyaman seakan-akan beban di dunia ini ada yg bantu menahan. Mungkin ini salah satu penyebab depresi. Pelukan dianggap tabu. Di luar negeri friendly hug itu biasa. Di Indonesia? ASTAGFIRULLAH ZINAAAA https://t.co/KuPwLmLk2M,1200315027451867136,https://pbs.twimg.com/media/EKhgJugUEAAnADN.jpg,,in,tubirfess@gmail.com,1223,735,10381,https://x.com/tubbirfess/status/1200315027451867136,872572075340292097,tubbirfess
1538509642027872258,Sun Jun 19 13:10:57 +0000 2022,7115,Share meme mulu u kayak orang depresi,1538509642027872258,,,in,Angola,645,462,1689,https://x.com/Taibandeng_/status/1538509642027872258,1531114444821934080,Taibandeng_
1839227617326600380,Thu Sep 26 08:56:49 +0000 2024,19062,KASUS ANDREA YATES (2001) Seorang ibu yang dengan sengaja menenggelamkan kelima anaknya di bak mandi hingga tewas hanya karena ingin membebaskan mereka dari siksa neraka. (Salah satu kasus yang disebabkan oleh depresi postpartum/pasca melahirkan) https://t.co/1glvtwhvhz,1839227617326600380,https://pbs.twimg.com/media/GYY_v9yaMAEwa4M.jpg,,in,DM for any inquiries 📮,159,275,1729,https://x.com/martabakismissu/status/1839227617326600380,1446163318217973760,martabakismissu
1305146923230220289,Sun Sep 13 14:10:49 +0000 2020,120,Aku ketika lagi ngerasa sedih dan depresi tapi malah disaranin utk work out biar ga banyak waktu senggang: https://t.co/dF0Op7PRME,1305146923230220289,https://pbs.twimg.com/media/EhzQNMLUMAADzA8.jpg,,in,Malam Temaram,2,3,45,https://x.com/alpokatmentega/status/1305146923230220289,1260154879634337795,alpokatmentega
1396829545190236164,Mon May 24 14:04:50 +0000 2021,334,Yang dulu pas kecil main beginian kemungkinan sekarang lagi depresi. https://t.co/MwYiJyfnt4,1396829545190236164,https://pbs.twimg.com/media/E2KJEJuVIAQrKtV.jpg,,in,Malam Temaram,22,32,97,https://x.com/alpokatmentega/status/1396829545190236164,1260154879634337795,alpokatmentega
